title,company,url,description,skills,keyword
$30 Hourly Virtual Assistant USA RESIDENTS ONLY,MasterCraft,https://remoteok.com/remote-jobs/remote-30-hourly-virtual-assistant-usa-residents-only-mastercraft-1093611,N/A,,data-mining
